"RESPONSE_CAT","Response","MEASURE","Measure","REGIONTYPE","Geography Level","AEC_FED_2017","Federal Electoral Division","TIME","Year","Value","Flag Codes","Flags"
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",25327,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",76561,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",40811,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",35750,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",75,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",24.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",53.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","GREY","Grey","2017","2017",46.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",112381,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",91560,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",273,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",20548,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",91560,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",57947,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",33613,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",81.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",18.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",63.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","HIND","Hindmarsh","2017","2017",36.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",107446,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",86430,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",252,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",20764,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",86430,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",58863,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","KING","Kingston","2017","2017",27567,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",80.4,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",19.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",68.1,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","KING","Kingston","2017","2017",31.9,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",107523,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",85290,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",242,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",21991,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",85290,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",51547,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",33743,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",79.3,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",20.5,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",60.4,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MAKI","Makin","2017","2017",39.6,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",106108,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",88608,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",261,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",17239,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",88608,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",57361,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",31247,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",83.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",16.2,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",64.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MAYO","Mayo","2017","2017",35.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",115047,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",87518,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",276,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",27253,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",87518,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",53649,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",33869,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",76.1,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",23.7,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",61.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","PADE","Port Adelaide","2017","2017",38.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",104625,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",84963,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",252,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",19410,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",84963,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",52308,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",32655,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",81.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",18.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",61.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","STUR","Sturt","2017","2017",38.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",114355,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",86285,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",268,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",27802,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",86285,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",52636,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",33649,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",75.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",24.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",61,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","WAKE","Wakefield","2017","2017",39,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","BASS","Bass","2017","2017",74391,,
